image_urls,imageId
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/ae9e8264_z.jpg,1_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/6be1fe8c_z.jpg,2_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/4de143a3_z.jpg,3_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/812eade4_z.jpg,4_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/1c53a6cc_z.jpg,5_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/95749f79_z.jpg,6_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/36b98de9_z.jpg,7_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/03641108_z.jpg,8_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/8a4a3b32_z.jpg,9_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/a2c7338d_z.jpg,10_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/cf49753d_z.jpg,11_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/bee40e28_z.jpg,12_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/ebe0bca2_z.jpg,13_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/e9c23d9f_z.jpg,14_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/8492f71f_z.jpg,15_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/96fba729_z.jpg,16_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/efb16d8f_z.jpg,17_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/d9bd9cb7_z.jpg,18_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/5153c0a2_z.jpg,19_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/a70b5582_z.jpg,20_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/1c9a5560_z.jpg,21_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/12df5dd1_z.jpg,22_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/e3aa9ff5_z.jpg,23_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/b663b721_z.jpg,24_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/b9ebce82_z.jpg,25_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/cfcee39f_z.jpg,26_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/0421d2de_z.jpg,27_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/86e27edb_z.jpg,28_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/90e720b3_z.jpg,29_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/9a0bf42a_z.jpg,30_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/22f0e662_z.jpg,31_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/afce7f37_z.jpg,32_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/e4cf9678_z.jpg,33_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/dfc065db_z.jpg,34_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/019b9e8d_z.jpg,35_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/9a843681_z.jpg,36_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/af19d646_z.jpg,37_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/e95e16a1_z.jpg,38_795224
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/7952/795224/images/ab82869f_z.jpg,39_795224
