image_urls,imageId
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/d1f6b432_z.jpg,1_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/6acf85d9_z.jpg,2_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/8f2bb42c_z.jpg,3_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/469fa9ec_z.jpg,4_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/a48a34d7_z.jpg,5_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/303df907_z.jpg,6_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/3197ba2b_z.jpg,7_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/cd49fc05_z.jpg,8_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/eb46c3bb_z.jpg,9_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/d4576603_z.jpg,10_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/58153c35_z.jpg,11_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/74a031f8_z.jpg,12_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/22871cc2_z.jpg,13_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/a60fd1d0_z.jpg,14_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/f179867f_z.jpg,15_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/8fb62f68_z.jpg,16_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/9fb3754b_z.jpg,17_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/461d2f8c_z.jpg,18_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/f6e56e9d_z.jpg,19_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/36a48aed_z.jpg,20_2629134
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/2629/2629134/images/13aa8175_z.jpg,21_2629134
