image_urls,imageId
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/b50c24b2_z.jpg,1_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/982ec662_z.jpg,2_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/6afbdc15_z.jpg,3_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/d4f7eeab_z.jpg,4_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/388642d2_z.jpg,5_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/c7468709_z.jpg,6_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/c2f3261a_z.jpg,7_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/fef1605f_z.jpg,8_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/43bd7a72_z.jpg,9_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/f36acb4c_z.jpg,10_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/155174fe_z.jpg,11_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/920efbce_z.jpg,12_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/e320994d_z.jpg,13_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/ea4517bc_z.jpg,14_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/bbffadc3_z.jpg,15_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/a47f3911_z.jpg,16_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/2d6b0dc9_z.jpg,17_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/3ab532e2_z.jpg,18_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/2de6e13d_z.jpg,19_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/ea8aa82e_z.jpg,20_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/e75a7291_z.jpg,21_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/f879af2f_z.jpg,22_1337376
https://fastui.cltpstatic.com/image/upload/hotels_qa/places/hotels/cms/1337/1337376/images/ab550a33_z.jpg,23_1337376
